Project,Release,ClassName,Bugginess
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/SyncTaskTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/TaskExecTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/TaskTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/UserRequestTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/UserTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/VirtualSchemaTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/WorkflowDefinitionTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/WorkflowFormPropertyTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/to/WorkflowFormTO.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/util/AttributableOperations.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/util/XMLSerializer.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/validation/SyncopeClientCompositeErrorException.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/validation/SyncopeClientErrorHandler.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/client/validation/SyncopeClientException.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/AbstractPolicySpec.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/AccountPolicySpec.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/AttributableType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/AuditElements.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/AuditLoggerName.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/CipherAlgorithm.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ConflictResolutionAction.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ConnConfPropSchema.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ConnConfProperty.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ConnParameterType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ConnectorCapability.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/EntityViolationType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/IntMappingType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/PasswordPolicySpec.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/PolicyType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/PropagationMode.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/PropagationOperation.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/PropagationTaskExecStatus.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ReportExecExportFormat.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/ReportExecStatus.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/SchemaType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/SyncPolicySpec.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/SyncopeClientExceptionType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/SyncopeLoggerLevel.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/SyncopeLoggerType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/TraceLevel.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/UserRequestType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/WorkflowFormPropertyType.java",No
SYNCOPE,1,"client/src/main/java/org/apache/syncope/types/package-info.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/SyncopeApplication.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/SyncopeRequestCycleListener.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/SyncopeSession.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/Constants.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/DateFormatROModel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/HttpResourceStream.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/MapChoiceRenderer.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/PreferenceManager.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/RoleTreeBuilder.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/SchemaModalPageFactory.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/SearchCondWrapper.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/SelectChoiceRenderer.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/SelectOption.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/SortableDataProviderComparator.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/SortableUserProviderComparator.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/StatusBean.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/StatusUtils.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/UserDataProvider.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/commons/XMLRolesReader.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/markup/html/CrontabContainer.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/AbstractSchemaModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/BaseModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/BasePage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Configuration.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ConfigurationModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/DerivedSchemaModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/EditUserModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ErrorPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ExecMessageModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/HomePage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Login.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Logout.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/MembershipModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/NotificationTaskModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/PropagationTaskModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ReportExecResultDownloadModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Reports.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Resources.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Roles.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/SchedTaskModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Schema.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/StatusModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/SyncTaskModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Tasks.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Todo.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/UserTemplateModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/Users.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/VirtualSchemaModalPage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/WelcomePage.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/AccountInformationPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/DerivedAttributesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/JQueryTabbedPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/ResultSetPanel.java",Yes
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/RoleAttributesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/RoleSummaryPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/RoleTabPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/RolesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/UserManagementResultPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/pages/panels/VirtualAttributesPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/AbstractBaseRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/ApprovalRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/ConfigurationRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/EntitlementRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/ExecutionRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/InvalidPolicyType.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/LoggerRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/NotificationRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/PolicyRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/ReportRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/ResourceRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/RoleRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/SchemaRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/TaskRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/UserRequestRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/UserRestClient.java",Yes
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/rest/WorkflowRestClient.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/ajax/form/AbstractAjaxDownloadBehavior.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/ajax/markup/html/IndicatingDeleteOnConfirmAjaxLink.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/DatePropertyColumn.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/TokenColumn.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/UserAttrColumn.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AbstractFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLink.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLinksPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxCheckBoxPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDecoratedCheckbox.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxNumberFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPalettePanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPasswordFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxTextFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/CheckBoxMultipleChoiceFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateTextFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateTimeFieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/FieldPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/LinkPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/MultiValueSelectorPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SelectableRecorder.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SingleColumnPalette.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeActionLinkPanel.java",No
SYNCOPE,1,"console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeRolePanel.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/audit/JNDIFallbackConnectionSource.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/connid/SLF4JLogger.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/ConnInstanceLoader.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/ContentLoader.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/ImplementationClassNamesLoader.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/JobInstanceLoader.java",Yes
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/LoggerLoader.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/notification/NotificationManager.java",Yes
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttrUniqueValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttrValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttributable.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractBaseBean.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractDerAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractDerSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractExec.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/AccountPolicy.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/ConnInstance.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/Entitlement.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/ExternalResource.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/Notification.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/NotificationTask.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/PasswordPolicy.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/Policy.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/PropagationTask.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/Report.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/ReportExec.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/ReportletConfInstance.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/SchedTask.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/SchemaMapping.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/SyncPolicy.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/SyncTask.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/SyncopeConf.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/SyncopeLogger.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/Task.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/TaskExec.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/UserRequest.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MAttrUniqueValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MAttrValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MDerAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MDerSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MVirAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MVirSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/membership/Membership.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/package-info.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RAttrUniqueValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RAttrValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RDerAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RDerSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RVirAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/RVirSchema.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/role/SyncopeRole.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/user/SyncopeUser.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/user/UAttr.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/user/UAttrUniqueValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/user/UAttrValue.java",No
SYNCOPE,1,"core/src/main/java/org/apache/syncope/core/persistence/beans/user/UDerAttr.java",No
